"Calcium, Ca","Iron, Fe","Magnesium, Mg","Phosphorus, P","Potassium, K","Sodium, Na","Zinc, Zn","Vitamin C, total ascorbic acid",Thiamin,Riboflavin,Niacin,Vitamin B-6,"Vitamin A, RAE"
18.0,1.41,84.0,96.0,447.0,3.0,0.87,36.0,0.16,0.18,0.8,0.41,10.0
31.0,1.45,49.0,72.0,329.0,14.0,1.1,26.3,0.344,0.163,1.5,0.283,2.0
92.0,4.58,168.0,376.0,705.0,18.0,3.27,0.0,0.64,0.135,12.066,0.348,0.0
98.0,2.09,68.0,67.0,1183.0,31.0,1.13,27.4,0.055,0.055,0.88,0.403,12.0
12.0,1.37,31.0,197.0,198.0,103.0,2.51,0.0,0.113,0.28,5.52,0.446,0.0
5.0,0.79,26.0,220.0,367.0,63.0,2.3,0.0,0.08,0.27,9.42,0.46,0.0
5.0,0.8,27.0,223.0,372.0,64.0,2.34,0.0,0.08,0.28,9.56,0.47,0.0
4.0,0.81,30.0,212.0,273.0,86.0,1.97,0.0,0.1,0.34,9.28,0.599,0.0
14.0,0.84,43.0,222.0,241.0,98.0,2.01,0.0,0.078,0.28,6.617,0.604,0.0
11.0,0.85,47.0,237.0,260.0,99.0,2.15,0.0,0.086,0.31,7.25,0.683,0.0
13.0,0.86,22.0,184.0,290.0,89.0,3.24,0.0,0.07,0.23,6.68,0.42,0.0
14.0,0.88,23.0,194.0,306.0,95.0,3.47,0.0,0.07,0.24,7.05,0.44,0.0
21.0,1.0,25.0,208.0,327.0,83.0,3.2,0.0,0.08,0.27,7.63,0.44,0.0
22.0,1.02,26.0,215.0,339.0,86.0,3.34,0.0,0.08,0.28,7.91,0.46,0.0
23.0,1.22,32.0,202.0,198.0,91.0,3.18,0.0,0.101,0.397,4.491,0.437,0.0
23.0,1.26,33.0,209.0,203.0,92.0,3.38,0.0,0.109,0.43,4.61,0.466,0.0
23.0,1.22,32.0,202.0,198.0,91.0,3.18,0.0,0.101,0.397,4.491,0.437,0.0
23.0,1.26,33.0,209.0,203.0,92.0,3.38,0.0,0.109,0.43,4.61,0.466,0.0
22.0,0.91,23.0,203.0,302.0,91.0,3.93,0.0,0.09,0.29,6.19,0.39,0.0
22.0,0.9,24.0,208.0,311.0,92.0,4.06,0.0,0.09,0.29,6.15,0.4,0.0
11.0,0.78,24.0,209.0,329.0,76.0,2.55,0.0,0.08,0.3,8.44,0.49,0.0
11.0,0.8,26.0,220.0,348.0,80.0,2.73,0.0,0.08,0.31,8.97,0.52,0.0
